Fighter_1,Fighter_2,KD_1,KD_2,STR_1,STR_2,TD_1,TD_2,SUB_1,SUB_2,Weight_Class,Method,Round,Fight_Time,Event_Id,Result_1,Result_2,Time Format,Referee,Method Details,Sig. Str._1,Sig. Str._2,Sig. Str. %_1,Sig. Str. %_2,Sub. Att_1,Sub. Att_2,Rev._1,Rev._2,Ctrl_1,Ctrl_2,Head_%_1,Head_%_2,Body_%_1,Body_%_2,Leg_%_1,Leg_%_2,Distance_%_1,Distance_%_2,Clinch_%_1,Clinch_%_2,Ground_%_1,Ground_%_2,Total Str._%_1,Total Str._%_2
Fabricio Werdum,Brandon Vera,0,0,15,15,2,0,0,0,Heavyweight,KO/TKO Punches,1,4:40,2efbc83a6b9b7f86,W,L,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head From Mount,15 of 36,15 of 22,0.41,0.68,0,0,0,0,133,37,0.34,0.5,0.67,1.0,0.75,0.8,0.18,0.38,0.71,0.83,0.44,1.0,0.46,0.74
Martin Kampmann,Jorge Rivera,0,0,4,2,1,0,2,1,Middleweight,SUB Guillotine Choke,1,2:44,2efbc83a6b9b7f86,W,L,3 Rnd (5-5-5),Herb Dean,Guillotine Choke After Drop to Guard,4 of 9,2 of 6,0.44,0.33,2,1,0,0,126,3,0.29,0.0,1.0,0,0,1.0,0.25,0.33,1.0,0,0.5,0,0.71,0.43
Matt Wiman,Thiago Tavares,1,0,18,13,2,1,1,3,Lightweight,KO/TKO Punches,2,1:57,2efbc83a6b9b7f86,W,L,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head In Clinch,18 of 34,13 of 35,0.52,0.37,1,3,0,1,73,262,0.46,0.34,0.86,0.67,0.0,0,0.36,0.25,0.78,0.67,1.0,0.3,0.74,0.51
Kevin Burns,Roan Carneiro,0,0,8,12,0,2,1,0,Welterweight,SUB Triangle Choke,2,3:50,2efbc83a6b9b7f86,W,L,3 Rnd (5-5-5),Mario Yamasaki,Triangle Choke From Bottom Guard,8 of 13,12 of 30,0.61,0.4,1,0,0,0,54,424,0.64,0.36,0.0,1.0,1.0,1.0,0.44,0.29,1.0,0,1.0,0.43,0.9,0.63
Luiz Cane,Jason Lambert,3,0,15,8,0,0,0,0,Light Heavyweight,KO/TKO Punches,1,2:07,2efbc83a6b9b7f86,W,L,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance,15 of 28,8 of 23,0.53,0.34,0,0,0,0,54,14,0.52,0.22,0,1.0,1.0,0.67,0.56,0.21,0.38,1.0,1.0,0,0.68,0.46
Paul Taylor,Jess Liaudin,1,0,45,35,1,7,0,1,Welterweight,S-DEC,3,5:00,2efbc83a6b9b7f86,W,L,3 Rnd (5-5-5),Dan Miragliotta,Barry Foley29 - 28.Jeff Mullen28 - 29.Andy Roberts28 - 29.,45 of 86,35 of 70,0.52,0.5,0,1,1,0,190,536,0.38,0.44,1.0,0.86,0.9,1.0,0.38,0.37,0.79,0.7,0.42,0.71,0.74,0.61
Antoni Hardonk,Eddie Sanchez,1,2,48,33,0,2,0,0,Heavyweight,KO/TKO Punch,2,4:15,2efbc83a6b9b7f86,W,L,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head At Distance,48 of 75,33 of 67,0.64,0.49,0,0,0,0,43,291,0.57,0.48,0.8,1.0,0.89,0,0.59,0.41,0.71,0.67,0,0.5,0.65,0.61
BJ Penn,Sean Sherk,1,0,122,46,0,0,0,0,Lightweight,KO/TKO Flying Knee,3,5:00,2549d63da9c456cb,W,L,5 Rnd (5-5-5-5-5),Mario Yamasaki,Flying Knee Head,122 of 175,46 of 162,0.69,0.28,0,0,0,0,7,0,0.67,0.18,1.0,1.0,1.0,1.0,0.68,0.27,0.9,0.45,1.0,0,0.71,0.31
Wanderlei Silva,Keith Jardine,2,0,11,1,0,0,0,0,Light Heavyweight,KO/TKO Punch,1,0:36,2549d63da9c456cb,W,L,3 Rnd (5-5-5),Steve Mazzagatti,Punch to Head At Distance,11 of 18,1 of 4,0.61,0.25,0,0,0,0,9,0,0.61,0.0,0,0,0,1.0,0.5,0.25,0,0,0.75,0,0.61,0.25
Goran Reljic,Wilson Gouveia,1,1,33,33,0,0,0,0,Light Heavyweight,KO/TKO Punch,2,3:15,2549d63da9c456cb,W,L,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,33 of 63,33 of 73,0.52,0.45,0,0,0,0,68,70,0.51,0.37,0.56,1.0,1.0,0.7,0.5,0.4,0,0.82,0.58,0.37,0.53,0.49
Lyoto Machida,Tito Ortiz,1,0,41,16,1,0,0,2,Light Heavyweight,U-DEC,3,5:00,2549d63da9c456cb,W,L,3 Rnd (5-5-5),Yves Lavigne,Tony Weeks27 - 30.Glenn Trowbridge27 - 30.Doug Crosby27 - 30.,41 of 60,16 of 53,0.68,0.3,0,2,0,0,176,19,0.53,0.06,0.86,1.0,0.89,0.43,0.72,0.13,1.0,0.73,0.5,0,0.77,0.51
Thiago Silva,Antonio Mendes,0,1,19,5,0,1,1,0,Light Heavyweight,KO/TKO Punches,1,2:24,2549d63da9c456cb,W,L,3 Rnd (5-5-5),Herb Dean,"Punches to Head From Mount
      Submission to Strikes",19 of 23,5 of 12,0.82,0.41,1,0,0,0,86,22,0.78,0.12,1.0,1.0,0,0,0.5,0.33,1.0,0.6,0.83,0.0,0.83,0.53
Rousimar Palhares,Ivan Salaverry,0,0,0,1,1,0,3,0,Middleweight,SUB Armbar,1,2:36,2549d63da9c456cb,W,L,3 Rnd (5-5-5),Mario Yamasaki,Armbar From Back Control,0 of 0,1 of 1,,1.0,3,0,0,0,137,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,1.0
Rameau Thierry Sokoudjou,Kazuhiro Nakamura,1,0,26,6,0,0,0,0,Light Heavyweight,KO/TKO,1,5:00,2549d63da9c456cb,W,L,3 Rnd (5-5-5),Steve Mazzagatti,"to    
      Leg Injury",26 of 46,6 of 23,0.56,0.26,0,0,0,0,3,0,0.26,0.06,1.0,1.0,1.0,0,0.5,0.26,1.0,0,1.0,0,0.59,0.26
Rich Clementi,Terry Etim,0,1,20,23,4,0,0,1,Lightweight,U-DEC,3,5:00,2549d63da9c456cb,W,L,3 Rnd (5-5-5),Yves Lavigne,Tony Weeks28 - 29.Adalaide Byrd28 - 29.Gene LeBell28 - 29.,20 of 47,23 of 61,0.42,0.37,0,1,0,0,595,48,0.35,0.28,1.0,0.5,0.8,0.78,0.3,0.36,1.0,0.57,0.64,0.25,0.7,0.42
Yoshiyuki Yoshida,War Machine,0,0,1,1,1,0,1,0,Welterweight,SUB Anaconda Choke,1,0:56,2549d63da9c456cb,W,L,3 Rnd (5-5-5),Herb Dean,"Anaconda Choke From Front Headlock
      Technical Submission",1 of 3,1 of 2,0.33,0.5,1,0,0,0,38,0,0.33,0.0,0,0,0,1.0,0.33,0.5,0,0,0,0,0.33,0.67
Dong Hyun Kim,Jason Tan,0,0,77,2,3,0,0,0,Welterweight,KO/TKO Elbows,3,0:25,2549d63da9c456cb,W,L,3 Rnd (5-5-5),Steve Mazzagatti,Elbows to Head From Side Control,77 of 92,2 of 14,0.83,0.14,0,0,0,0,446,111,0.83,0.08,1.0,0,0,1.0,0.33,0.15,1.0,0.0,0.85,0,0.91,0.62
Shane Carwin,Christian Wellisch,1,0,5,2,0,0,0,0,Heavyweight,KO/TKO Punch,1,0:44,2549d63da9c456cb,W,L,3 Rnd (5-5-5),Yves Lavigne,Punch to Head At Distance,5 of 14,2 of 11,0.35,0.18,0,0,0,0,0,0,0.36,0.18,0,0,0,0,0.25,0.18,0,0,1.0,0,0.36,0.18
Georges St-Pierre,Matt Serra,0,0,42,3,4,0,0,0,Welterweight,KO/TKO Knees,2,4:45,ad047e3073a775f3,W,L,5 Rnd (5-5-5-5-5),Yves Lavigne,Knees to Body On Ground,42 of 54,3 of 18,0.77,0.16,0,0,0,0,489,0,0.66,0.06,1.0,1.0,0,1.0,0.83,0.13,1.0,0.33,0.75,0,0.9,0.4
Rich Franklin,Travis Lutter,1,0,28,1,0,1,0,1,Middleweight,KO/TKO Punches,2,3:01,ad047e3073a775f3,W,L,3 Rnd (5-5-5),Steve Mazzagatti,Punches to Head At Distance,28 of 43,1 of 9,0.65,0.11,0,1,0,0,125,202,0.56,0.11,0.9,0,1.0,0,0.56,0.0,0.91,0,0.57,0.5,0.75,0.5
Nate Quarry,Kalib Starnes,0,0,84,12,0,1,0,0,Middleweight,U-DEC,3,5:00,ad047e3073a775f3,W,L,3 Rnd (5-5-5),Dan Miragliotta,Doug Crosby26 - 30.Nelson Hamilton27 - 30.Cecil Peoples24 - 30.,84 of 164,12 of 53,0.51,0.22,0,0,0,0,0,41,0.29,0.16,0.89,0.67,0.93,0.5,0.5,0.17,0.6,1.0,0,0.0,0.51,0.23
Michael Bisping,Charles McCarthy,1,0,39,1,0,1,0,1,Middleweight,KO/TKO Knees,1,5:00,ad047e3073a775f3,W,L,3 Rnd (5-5-5),Philippe Chartier,Knees to Head In Clinch,39 of 90,1 of 12,0.43,0.08,0,1,0,0,72,62,0.29,0.0,0.8,0,0,1.0,0.27,0.08,0.58,0,0.67,0,0.48,0.15
Mac Danzig,Mark Bocek,1,0,46,22,1,3,2,0,Lightweight,SUB Rear Naked Choke,3,3:48,ad047e3073a775f3,W,L,3 Rnd (5-5-5),Yves Lavigne,Rear Naked Choke,46 of 88,22 of 77,0.52,0.28,2,0,0,0,284,293,0.51,0.22,0.5,0.88,1.0,0,0.43,0.16,1.0,1.0,0.61,0.42,0.78,0.33
Jason MacDonald,Joe Doerksen,0,0,13,4,1,1,2,3,Middleweight,KO/TKO Elbows,2,0:54,ad047e3073a775f3,W,L,3 Rnd (5-5-5),Steve Mazzagatti,Elbows to Head From Half Guard,13 of 17,4 of 6,0.76,0.66,2,3,1,0,92,228,0.69,0.33,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0,1.0,1.0,0.86,0.85
Jason Day,Alan Belcher,0,0,29,3,0,1,0,0,Middleweight,KO/TKO Punches,1,3:58,ad047e3073a775f3,W,L,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head At Distance,29 of 43,3 of 8,0.67,0.37,0,0,0,0,0,163,0.63,0.2,1.0,0.67,1.0,0,0.57,0.4,0.77,0,0,0.33,0.82,0.55
Demian Maia,Ed Herman,0,0,15,15,1,1,3,0,Middleweight,SUB Triangle Choke,2,2:27,ad047e3073a775f3,W,L,3 Rnd (5-5-5),Philippe Chartier,"Triangle Choke From Bottom Guard
      Technical Submission",15 of 21,15 of 32,0.71,0.46,3,0,2,1,183,227,0.71,0.41,0.67,1.0,1.0,0.5,1.0,0.0,0.0,1.0,0.71,0.42,0.76,0.71
Rich Clementi,Sam Stout,0,0,40,48,3,0,3,0,Lightweight,S-DEC,3,5:00,ad047e3073a775f3,W,L,3 Rnd (5-5-5),Yves Lavigne,Doug Crosby27 - 29.Sylvain Leblanc29 - 28.Pasquale Procopio28 - 29.,40 of 102,48 of 176,0.39,0.27,3,0,0,0,323,11,0.32,0.16,1.0,0.69,1.0,0.88,0.36,0.27,1.0,0.67,0.75,0,0.52,0.29
Cain Velasquez,Brad Morris,3,0,36,1,0,0,0,0,Heavyweight,KO/TKO Punches,1,2:10,ad047e3073a775f3,W,L,3 Rnd (5-5-5),Steve Mazzagatti,Punches to Head From Side Control,36 of 55,1 of 4,0.65,0.25,0,0,0,0,107,0,0.63,0.25,1.0,0,0,0,0.5,0.25,1.0,0,0.65,0,0.75,0.25
Jonathan Goulet,Kuniyoshi Hironaka,2,1,31,21,0,1,0,0,Welterweight,KO/TKO Punch,2,2:07,ad047e3073a775f3,W,L,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance,31 of 78,21 of 50,0.39,0.42,0,0,0,0,20,77,0.28,0.4,1.0,0,0.89,1.0,0.38,0.35,0.45,0,0,0.5,0.42,0.44
Kenny Florian,Joe Lauzon,0,0,35,5,2,2,0,2,Lightweight,KO/TKO Punches,2,3:28,b9e871af730f826c,W,L,3 Rnd (5-5-5),Herb Dean,Punches to Head From Mount,35 of 74,5 of 12,0.47,0.41,0,2,0,0,223,111,0.4,0.45,1.0,0,1.0,0.0,0.5,0.38,0,0,0.47,0.5,0.7,0.56
Gray Maynard,Frankie Edgar,0,0,19,26,9,1,0,0,Lightweight,U-DEC,3,5:00,b9e871af730f826c,W,L,3 Rnd (5-5-5),Adam Martinez,Tony Weeks27 - 30.Cecil Peoples27 - 30.Mark Van Tine27 - 30.,19 of 65,26 of 75,0.29,0.34,0,0,0,0,377,32,0.26,0.29,0.57,1.0,0,1.0,0.22,0.29,0.67,0.67,0.6,0,0.36,0.39
Thiago Alves,Karo Parisyan,1,0,17,10,0,1,0,0,Welterweight,KO/TKO Knees,2,0:24,b9e871af730f826c,W,L,3 Rnd (5-5-5),Steve Mazzagatti,Knees to Head In Clinch,17 of 48,10 of 45,0.35,0.22,0,0,0,0,2,115,0.28,0.17,1.0,1.0,1.0,1.0,0.28,0.19,1.0,0.25,1.0,0.5,0.35,0.38
Matt Hamill,Tim Boetsch,0,0,31,18,1,0,0,0,Light Heavyweight,KO/TKO Punches,2,1:25,b9e871af730f826c,W,L,3 Rnd (5-5-5),Adam Martinez,Punches to Head On Ground,31 of 71,18 of 58,0.43,0.31,0,0,0,0,158,3,0.43,0.19,0,0.83,1.0,1.0,0.38,0.27,0.0,0.44,0.68,0.0,0.55,0.37
Nate Diaz,Kurt Pellegrino,0,0,6,20,1,3,1,0,Lightweight,SUB Triangle Choke,2,3:06,b9e871af730f826c,W,L,3 Rnd (5-5-5),Herb Dean,Triangle Choke From Bottom Guard,6 of 17,20 of 34,0.35,0.58,1,0,0,1,82,343,0.0,0.58,1.0,1.0,0.8,0,0.0,0.0,0.83,0.0,1.0,0.69,0.68,0.7
James Irvin,Houston Alexander,1,0,3,0,0,0,0,0,Light Heavyweight,KO/TKO Punches,1,0:08,b9e871af730f826c,W,L,3 Rnd (5-5-5),Steve Mazzagatti,Punches to Head At Distance,3 of 4,0 of 1,0.75,0.0,0,0,0,0,2,0,0.75,0.0,0,0,0,0,1.0,0.0,0,0,0.67,0,0.75,0.0
Josh Neer,Din Thomas,0,0,80,20,3,2,0,0,Lightweight,U-DEC,3,5:00,b9e871af730f826c,W,L,3 Rnd (5-5-5),Herb Dean,Joe Garcia27 - 30.Nelson Hamilton27 - 30.Cecil Peoples27 - 30.,80 of 164,20 of 84,0.48,0.23,0,0,0,0,489,92,0.43,0.21,0.75,1.0,0.82,1.0,0.34,0.18,0.5,0.64,0.66,0,0.59,0.38
Marcus Aurelio,Ryan Roberts,1,0,6,0,0,0,1,0,Lightweight,SUB Armbar,1,0:16,b9e871af730f826c,W,L,3 Rnd (5-5-5),Tim Mills,Armbar On Ground,6 of 11,0 of 1,0.54,0.0,1,0,0,0,6,0,0.55,0.0,0,0,0,0,0.2,0.0,0,0,0.83,0,0.55,0.0
Manvel Gamburyan,Jeff Cox,0,0,3,2,1,0,1,0,Lightweight,SUB Guillotine Choke,1,1:41,b9e871af730f826c,W,L,3 Rnd (5-5-5),Steve Mazzagatti,Guillotine Choke After Drop to Guard,3 of 4,2 of 4,0.75,0.5,1,0,0,0,13,73,0.0,0.0,1.0,0,0,1.0,0.5,0.0,1.0,1.0,0,0,0.83,0.6
Clay Guida,Samy Schiavo,0,0,11,4,1,0,0,0,Lightweight,KO/TKO Punches,1,4:15,b9e871af730f826c,W,L,3 Rnd (5-5-5),Tim Mills,Punches to Head From Mount,11 of 26,4 of 22,0.42,0.18,0,0,0,0,115,0,0.42,0.19,0.5,0.0,0,0,0.18,0.18,0,0,0.6,0,0.62,0.18
George Sotiropoulos,Roman Mitichyan,0,0,21,2,3,0,3,0,Welterweight,KO/TKO Punches,2,2:24,b9e871af730f826c,W,L,3 Rnd (5-5-5),Adam Martinez,Punches to Head From Mount,21 of 35,2 of 12,0.6,0.16,3,0,1,1,329,36,0.61,0.0,0.5,0.0,0,0.67,0.25,0.2,0.5,0.0,0.81,0.0,0.8,0.41
Anthony Johnson,Tommy Speer,1,0,15,0,0,0,0,0,Welterweight,KO/TKO Punches,1,0:51,b9e871af730f826c,W,L,3 Rnd (5-5-5),Tim Mills,Punches to Head At Distance,15 of 25,0 of 7,0.6,0.0,0,0,0,0,1,0,0.58,0.0,0,0,1.0,0,0.47,0.0,1.0,0,1.0,0,0.6,0.0
Anderson Silva,Dan Henderson,0,0,47,20,0,1,1,0,Middleweight,SUB Rear Naked Choke,2,4:52,598a58db87b890ee,W,L,5 Rnd (5-5-5-5-5),Herb Dean,Rear Naked Choke,47 of 59,20 of 40,0.79,0.5,1,0,0,0,157,225,0.7,0.37,1.0,1.0,1.0,0.89,0.64,0.35,0.83,0.64,0.9,0.58,0.84,0.69
Heath Herring,Cheick Kongo,1,0,57,45,3,5,0,0,Heavyweight,S-DEC,3,5:00,598a58db87b890ee,W,L,3 Rnd (5-5-5),Dan Miragliotta,Todd Agosta28 - 29.Cecil Peoples29 - 28.Nelson Hamilton28 - 29.,57 of 80,45 of 60,0.71,0.75,0,0,2,1,350,497,0.41,0.57,0.82,0.94,1.0,0.92,0.25,0.57,0.5,1.0,0.81,0.71,0.8,0.85
Chris Leben,Alessio Sakara,1,0,24,13,0,0,0,0,Middleweight,KO/TKO Punches,1,3:16,598a58db87b890ee,W,L,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance,24 of 50,13 of 33,0.48,0.39,0,0,0,0,27,0,0.43,0.39,0.67,0.5,0.56,0,0.39,0.43,0.58,0.37,0.8,0,0.48,0.42
Yushin Okami,Evan Tanner,2,0,26,19,0,1,0,0,Middleweight,KO/TKO Knee,2,3:00,598a58db87b890ee,W,L,3 Rnd (5-5-5),Mark Matheny,Knee to Head In Clinch,26 of 58,19 of 44,0.44,0.43,0,0,0,0,36,116,0.31,0.23,0.89,0.33,1.0,0.92,0.32,0.33,1.0,0.88,0,0,0.49,0.5
Jon Fitch,Chris Wilson,0,0,40,22,4,0,0,1,Welterweight,U-DEC,3,5:00,598a58db87b890ee,W,L,3 Rnd (5-5-5),Jerry Krysz,Cecil Peoples27 - 30.Nelson Hamilton28 - 29.Vic Ventresca27 - 30.,40 of 76,22 of 52,0.52,0.42,0,1,0,0,483,8,0.41,0.29,0.89,0.64,0.62,0.75,0.42,0.36,0.25,0.75,0.82,0,0.78,0.52
Andrei Arlovski,Jake O'Brien,0,0,14,4,1,2,0,0,Heavyweight,KO/TKO Punches,2,4:17,598a58db87b890ee,W,L,3 Rnd (5-5-5),Mark Matheny,Punches to Head From Mount,14 of 35,4 of 12,0.4,0.33,0,0,0,0,119,284,0.3,0.27,0.33,1.0,1.0,0,0.33,0.12,0.0,0.5,0.54,1.0,0.64,0.71
Luigi Fioravanti,Luke Cummo,0,0,32,16,13,0,0,0,Welterweight,U-DEC,3,5:00,598a58db87b890ee,W,L,3 Rnd (5-5-5),Dan Miragliotta,Nelson Hamilton27 - 30.Jeff Mullen27 - 30.Vic Ventresca27 - 30.,32 of 75,16 of 39,0.42,0.41,0,0,0,0,633,40,0.39,0.31,0.5,0.78,0.8,0.0,0.2,0.27,0.57,0.58,0.45,0.6,0.65,0.75
Josh Koscheck,Dustin Hazelett,1,0,24,20,1,0,0,2,Welterweight,KO/TKO Kick,2,1:24,598a58db87b890ee,W,L,3 Rnd (5-5-5),Herb Dean,Kick to Head At Distance,24 of 59,20 of 59,0.4,0.33,0,2,0,0,73,0,0.3,0.24,0.71,0.83,1.0,1.0,0.4,0.3,0.4,0.75,0.5,1.0,0.42,0.38
Diego Sanchez,David Bielkheden,0,0,24,1,1,0,0,0,Welterweight,KO/TKO Punches,1,4:43,598a58db87b890ee,W,L,3 Rnd (5-5-5),Jerry Krysz,"Punches to Head From Mount
      Submission to Strikes",24 of 50,1 of 1,0.48,1.0,0,0,0,0,270,0,0.45,0,1.0,1.0,0,0,0.0,0,0,1.0,0.49,0,0.65,1.0
Jorge Gurgel,John Halverson,0,0,68,44,1,0,0,2,Lightweight,U-DEC,3,5:00,598a58db87b890ee,W,L,3 Rnd (5-5-5),Dan Miragliotta,Todd Agosta28 - 29.Jeff Mullen28 - 29.Nelson Hamilton27 - 30.,68 of 137,44 of 102,0.49,0.43,0,2,0,0,521,61,0.39,0.34,1.0,1.0,0.96,0.8,0.41,0.36,0.82,0.76,0.52,0.38,0.61,0.66
Antonio Rodrigo Nogueira,Tim Sylvia,0,1,28,53,2,0,1,0,Heavyweight,SUB Guillotine Choke,3,1:28,597db668b01c442c,W,L,5 Rnd (5-5-5-5-5),Herb Dean,Guillotine Choke After Drop to Guard,28 of 70,53 of 131,0.4,0.4,1,0,1,0,31,120,0.35,0.4,0.67,1.0,1.0,0,0.4,0.38,0.5,0.4,0,0.64,0.47,0.52
Frank Mir,Brock Lesnar,0,0,2,16,0,1,3,0,Heavyweight,SUB Kneebar,1,1:30,597db668b01c442c,W,L,3 Rnd (5-5-5),Steve Mazzagatti,Kneebar From Inoki-Ali Position,2 of 3,16 of 24,0.66,0.66,3,0,0,0,0,67,0.0,0.67,0,0,1.0,0,0.67,1.0,0,0,0,0.65,0.67,0.8
Nate Marquardt,Jeremy Horn,1,0,22,5,2,1,1,1,Middleweight,SUB Guillotine Choke,2,1:37,597db668b01c442c,W,L,3 Rnd (5-5-5),Yves Lavigne,Guillotine Choke Standing,22 of 30,5 of 11,0.73,0.45,1,1,0,1,237,83,0.67,0.44,1.0,1.0,1.0,0.0,0.75,0.25,1.0,0.5,0.59,0.6,0.76,0.63
Ricardo Almeida,Rob Yundt,0,0,4,2,1,0,1,0,Middleweight,SUB Guillotine Choke,1,1:08,597db668b01c442c,W,L,3 Rnd (5-5-5),Herb Dean,Guillotine Choke After Drop to Guard,4 of 6,2 of 11,0.66,0.18,1,0,0,0,20,5,0.5,0.18,1.0,0,0,0,0.6,0.1,0,0,1.0,1.0,0.67,0.53
Tyson Griffin,Gleison Tibau,0,0,60,23,0,6,0,0,Lightweight,U-DEC,3,5:00,597db668b01c442c,W,L,3 Rnd (5-5-5),Steve Mazzagatti,Tony Weeks27 - 30.Adalaide Byrd27 - 30.Jeff Collins27 - 30.,60 of 119,23 of 93,0.5,0.24,0,0,0,0,101,209,0.33,0.22,0.88,0.8,0.76,0,0.46,0.17,1.0,1.0,0,1.0,0.58,0.4
Chris Lytle,Kyle Bradley,1,0,12,0,0,0,0,0,Welterweight,KO/TKO Punches,1,0:33,597db668b01c442c,W,L,3 Rnd (5-5-5),Yves Lavigne,Punches to Head In Clinch,12 of 17,0 of 3,0.7,0.0,0,0,0,0,4,0,0.69,0.0,0,0,1.0,0,0.6,0.0,1.0,0,0.75,0,0.78,0.25
Tim Boetsch,David Heath,0,0,42,7,1,0,0,0,Light Heavyweight,KO/TKO Punches,1,4:52,597db668b01c442c,W,L,3 Rnd (5-5-5),Herb Dean,Punches to Head On Ground,42 of 60,7 of 31,0.7,0.22,0,0,0,0,6,0,0.61,0.17,1.0,0,0.6,1.0,0.59,0.23,0.82,0,1.0,0,0.72,0.23
Marvin Eastman,Terry Martin,0,0,40,50,1,1,0,0,Middleweight,U-DEC,3,5:00,597db668b01c442c,W,L,3 Rnd (5-5-5),Yves Lavigne,Glenn Trowbridge28 - 29.Patricia Morse-Jarman27 - 30.Nelson Hamilton27 - 30.,40 of 89,50 of 85,0.44,0.58,0,0,0,0,254,334,0.25,0.26,0.94,0.9,1.0,1.0,0.11,0.17,0.8,0.96,0,0,0.6,0.68
Rob Emerson,Keita Nakamura,0,1,81,57,0,4,0,0,Lightweight,S-DEC,3,5:00,597db668b01c442c,W,L,3 Rnd (5-5-5),Steve Mazzagatti,Adalaide Byrd27 - 30.Al Lefkowitz27 - 30.Jeff Collins29 - 28.,81 of 212,57 of 191,0.38,0.29,0,0,0,0,0,88,0.25,0.28,0.9,0.8,1.0,0,0.37,0.27,0.8,0.77,1.0,0.0,0.4,0.33
Mike Swick,Joshua Burkman,0,0,54,39,0,1,0,0,Welterweight,M-DEC,3,5:00,33e33d51f289d2a1,W,L,3 Rnd (5-5-5),Steve Mazzagatti,Glenn Trowbridge28 - 29.Adalaide Byrd28 - 29.Nelson Hamilton29 - 29.,54 of 101,39 of 83,0.53,0.46,0,0,0,0,84,345,0.2,0.2,0.9,0.38,0.93,0.93,0.34,0.25,0.81,0.84,0,0,0.55,0.52
Patrick Cote,Drew McFedries,1,0,14,8,0,0,0,0,Middleweight,KO/TKO Punches,1,1:44,33e33d51f289d2a1,W,L,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance,14 of 31,8 of 15,0.45,0.53,0,0,0,0,3,0,0.48,0.22,0.33,1.0,0.0,1.0,0.23,0.5,1.0,1.0,1.0,0,0.45,0.53
Thiago Tavares,Michihiro Omigawa,0,0,19,11,7,1,0,2,Lightweight,U-DEC,3,5:00,33e33d51f289d2a1,W,L,3 Rnd (5-5-5),Josh Rosenthal,Glenn Trowbridge27 - 30.Patricia Morse-Jarman27 - 30.Lester Griffin28 - 29.,19 of 43,11 of 32,0.44,0.34,0,2,1,2,399,231,0.42,0.22,0.43,0,0.67,1.0,0.44,0.08,0.36,0.17,0.57,0.64,0.72,0.8
Nate Diaz,Alvin Robinson,0,0,3,2,2,0,2,2,Lightweight,SUB Triangle Choke,1,3:39,33e33d51f289d2a1,W,L,3 Rnd (5-5-5),Steve Mazzagatti,Triangle Choke From Bottom Guard,3 of 8,2 of 5,0.37,0.4,2,2,0,1,151,56,0.38,0.4,0,0,0,0,0.5,0.0,0,0,0.33,0.5,0.83,0.62
Kurt Pellegrino,Alberto Crane,0,1,23,4,1,0,0,2,Lightweight,KO/TKO Punches,2,1:55,33e33d51f289d2a1,W,L,3 Rnd (5-5-5),Herb Dean,Punches to Head On Ground,23 of 51,4 of 26,0.45,0.15,0,2,0,0,121,45,0.42,0.12,0.33,0.5,1.0,0,0.4,0.15,0.5,0,0.67,0,0.56,0.33
Gray Maynard,Dennis Siver,1,0,26,16,2,1,3,0,Lightweight,U-DEC,3,5:00,33e33d51f289d2a1,W,L,3 Rnd (5-5-5),Josh Rosenthal,Patricia Morse-Jarman28 - 29.Nelson Hamilton27 - 30.Lester Griffin28 - 29.,26 of 66,16 of 40,0.39,0.4,3,0,2,1,646,154,0.37,0.33,0.75,0.67,0,0.75,0.25,0.44,0.5,0.33,0.43,0.2,0.61,0.78
Jeremy Stephens,Cole Miller,1,0,30,5,1,0,0,3,Lightweight,KO/TKO Elbows,2,4:44,33e33d51f289d2a1,W,L,3 Rnd (5-5-5),Steve Mazzagatti,Elbows to Head On Ground,30 of 54,5 of 29,0.55,0.17,0,3,1,3,259,174,0.52,0.14,0.71,0,1.0,1.0,0.33,0.0,0,0.5,0.67,0.5,0.7,0.34
Corey Hill,Joe Veres,0,0,29,0,0,0,0,0,Lightweight,KO/TKO Punches,2,0:37,33e33d51f289d2a1,W,L,3 Rnd (5-5-5),Herb Dean,Punches to Head On Ground,29 of 40,0 of 10,0.72,0.0,0,0,0,0,205,19,0.63,0.0,1.0,0,0,0.0,0.42,0.0,0.8,0,0.87,0,0.85,0.0
Matt Wiman,Justin Buchholz,0,0,6,3,1,0,3,0,Lightweight,SUB Rear Naked Choke,1,2:56,33e33d51f289d2a1,W,L,3 Rnd (5-5-5),Josh Rosenthal,Rear Naked Choke,6 of 9,3 of 10,0.66,0.3,3,0,0,0,160,0,0.62,0.3,0,0,1.0,0,0.5,0.5,0,0.0,0.71,0,0.8,0.3
